数据日期,DB_TIME,DB_TPS,DB_QPS
2017/7/28,0.53,35.24,275.76
2017/7/28,1.61,53.81,334.73
2017/7/29,10.29,228.9,9530.87
2017/7/29,0.39,13.43,109.49
2017/7/29,0.45,29.41,239.68
2017/7/30,9.71,220.91,9034.91
2017/7/30,0.44,27.49,226.46
2017/7/30,0.37,11.67,95.38
2017/7/31,12.36,264.41,12194.47
2017/7/31,0.54,37.54,291.92
2017/7/31,1.45,35.36,356.57
2017/8/1,12.28,268.26,12589.19
2017/8/1,0.54,37.61,295.25
2017/8/1,2.01,59.41,507.28
2017/8/2,12.69,264.5,12288.49
2017/8/2,0.53,35.61,279.7
2017/8/2,1.58,36.29,318.77
2017/8/3,12.27,269.27,12597.9
2017/8/3,0.5,33.55,264.5
2017/8/3,2.2,32.79,303.91
2017/8/4,12.99,274.93,13091.07
2017/8/4,0.53,35.65,277.55
2017/8/4,1.46,40.51,345.69
2017/8/5,11.05,245.85,11044.39
2017/8/5,0.45,28.83,231.27
2017/8/5,0.43,15,121.92
2017/8/6,11.26,246.94,11139.96
2017/8/6,0.44,27.4,223.41
2017/8/6,0.37,13.13,107.56
2017/8/7,14.3,280.28,13763.63
2017/8/7,0.53,35.38,275.77
2017/8/7,1.69,37.2,347.68
2017/8/8,14.22,278.43,13637.03
2017/8/8,0.54,35.44,278.67
2017/8/8,1.42,33.86,305.15
2017/8/9,14.5,273.37,13870.43
2017/8/9,0.54,35.38,277.32
2017/8/9,1.28,31.72,287.38
2017/8/10,16.59,284.81,14569.03
2017/8/10,0.56,37.61,294.32
2017/8/10,1.53,41.6,362.71
2017/8/11,13.48,255.59,13521.24
2017/8/11,0.55,36.65,287.75
2017/8/11,1.5,35.64,316.5
2017/8/12,10.89,220.73,10563.56
2017/8/12,0.48,30.05,243.01
2017/8/12,0.46,14.99,122.03
2017/8/13,10.59,219.51,10067.24
2017/8/13,0.46,29.2,239.35
2017/8/13,0.4,13.41,110.94
2017/8/14,12.38,239.47,12867.52
2017/8/14,0.56,36.81,288.05
2017/8/14,2.22,90.94,509.07
2017/8/15,12.22,247.47,13439.78
2017/8/15,0.59,40.39,317.78
2017/8/15,1.84,65.72,508.24
2017/8/16,11.68,238.86,12757.41
2017/8/16,0.58,38.93,307.86
2017/8/16,1.44,38.5,335.92
2017/8/17,11.24,231.5,12364.56
2017/8/17,0.56,36.64,290.2
2017/8/17,1.46,41.02,353.81
2017/8/18,11.49,240.97,12567.06
2017/8/18,0.56,38.33,301.12
2017/8/18,1.42,36.86,320.62
2017/8/19,10.03,216.17,10023.57
2017/8/19,0.48,32.12,260.71
2017/8/19,0.44,16.05,128.08
2017/8/20,10.09,221.71,10061.85
2017/8/20,0.48,32.16,261.99
2017/8/20,0.42,15.16,121.12
2017/8/21,13.03,261.98,13462.42
2017/8/21,0.57,38.81,305.07
2017/8/21,1.97,62.14,508.6
2017/8/22,12.85,261.57,13104.77
2017/8/22,0.56,37.05,291.99
2017/8/22,1.53,43.71,363.83
2017/8/23,12.58,257.4,12863.48
2017/8/23,0.54,34.89,276.56
2017/8/23,1.67,37.43,339.74
2017/8/24,12.58,259.89,12860.76
2017/8/24,0.54,36.2,285.38
2017/8/24,1.6,35.75,313.31
2017/8/25,12.56,263.56,13005.51
2017/8/25,0.56,37.29,294.36
2017/8/25,1.67,42.7,374.39
2017/8/26,0,0,0
2017/8/26,0.49,31.37,256.28
2017/8/26,0.48,15.73,128.6
2017/8/27,0,0,0
2017/8/27,0,29.23,240.94
2017/8/27,0,0,0
2017/8/28,13.49,281.72,13162.77
2017/8/28,0.56,37.41,294.58
2017/8/28,2.03,77.04,431
2017/8/29,11.98,259.74,12048.98
2017/8/29,0.55,37.02,292.43
2017/8/29,1.47,33.98,303.88
2017/8/30,12.01,258.72,11897.63
2017/8/30,0.56,37.35,294.25
2017/8/30,1.4,30.21,277.45
2017/8/31,12.29,266.21,11946.77
2017/8/31,0.55,37.99,301.35
2017/8/31,1.58,31.48,305.8
2017/9/1,12.5,271.5,12668.06
2017/9/1,0.58,40.52,321.59
2017/9/1,2.25,65.09,514.56
2017/9/2,10.89,249.24,10416.27
2017/9/2,0.49,32.61,266.29
2017/9/2,0.6,20.63,168.24
2017/9/3,10.74,244.28,10096.34
2017/9/3,0.49,31.34,257.61
2017/9/3,0.46,16.11,132.59
2017/9/4,14.38,282.28,13402.01
2017/9/4,0.56,37.75,299.14
2017/9/4,1.94,40.17,371.3
2017/9/5,14.53,280.97,13642.73
2017/9/5,0.56,37.33,294.4
2017/9/5,1.69,45.29,399.86
2017/9/6,18.27,285.63,14055.11
2017/9/6,0.57,37.21,292.22
2017/9/6,1.5,31.53,288.55
2017/9/7,27.52,271.68,13679.9
2017/9/7,0.56,36.04,284.99
2017/9/7,1.41,31.01,290.63
2017/9/8,21.63,288.36,14559.89
2017/9/8,0.59,38.42,301.2
2017/9/8,1.73,36.3,318.68
2017/9/9,12.89,268.16,12000.52
2017/9/9,0.51,31.88,257.15
2017/9/9,0.46,15.32,126.34
2017/9/10,12.48,263.72,11844.46
2017/9/10,0.49,31.19,254.04
2017/9/10,0.41,14.23,116
2017/9/11,16.24,270.26,14160.42
2017/9/11,0.58,38.95,305.13
2017/9/11,2.34,102.41,543.2
2017/9/12,15.9,261.14,13796.15
2017/9/12,0.55,37.34,295.39
2017/9/12,1.29,31.27,280.85
2017/9/13,15.26,259.83,13579.27
2017/9/13,0.56,36.71,290.41
2017/9/13,1.32,31.79,300.93
2017/9/14,14.95,243.33,12890.68
2017/9/14,1.42,32.61,299.04
2017/9/14,0.56,35.99,299.22
2017/9/15,13.28,257.69,13783.62
2017/9/15,1.39,37.38,331.51
2017/9/15,0.59,39.68,313.91
2017/9/16,10.71,219.36,10527.5
2017/9/16,0.5,32.88,268.25
2017/9/16,0.41,13.46,113.08
2017/9/17,12.73,209.58,9968.22
2017/9/17,0.45,27.81,241.73
2017/9/17,0.37,12.31,103.43
2017/9/18,10,249.37,13423.66
2017/9/18,0.56,36.39,298.21
2017/9/18,1.48,32.17,307.73
2017/9/19,7.87,250.68,13205.64
2017/9/19,0.57,36.36,298.71
2017/9/19,1.34,34.08,319.26
2017/9/20,12.44,263.25,13609.54
2017/9/20,0.62,35.81,295.15
2017/9/20,1.36,37.57,342.66
2017/9/21,13.38,263.17,13357.07
2017/9/21,1.2,30.21,280.05
2017/9/21,0.62,34.53,284.87
2017/9/22,13.09,269.93,13352.92
2017/9/22,0.66,37.53,296.49
2017/9/22,1.3,27.86,236.56
2017/9/23,11.44,243.63,10738.21
2017/9/23,0.56,30.96,253.72
2017/9/23,0.41,13.08,110.13
2017/9/24,11.11,243.51,10618.03
2017/9/24,0.53,29.31,242.42
2017/9/24,0.38,12.11,103.01
2017/9/25,14.38,287.29,14275.57
2017/9/25,0.66,38.34,301.46
2017/9/25,1.47,36.39,298.56
2017/9/26,14.52,287.07,14041.04
2017/9/26,0.67,38.71,305.27
2017/9/26,1.37,31.53,270.99
2017/9/27,14.29,291.74,13824.63
2017/9/27,0.68,39.57,310.43
2017/9/27,1.85,78.68,430.74
2017/9/28,14.71,292.77,13850.72
2017/9/28,0.67,39.83,314.59
2017/9/28,1.31,32.11,275.4
2017/9/29,14.83,300.26,13809.38
2017/9/29,0.71,42.19,331.87
2017/9/29,1.53,37.19,327.75
2017/9/30,16.36,304.47,13813.53
2017/9/30,0.82,47.29,372.68
2017/9/30,1.21,44.31,356.83
2017/10/1,10.95,245.1,9767.25
2017/10/1,0.56,29.57,247.06
2017/10/1,0.36,13.24,107.59
2017/10/2,9.46,227.82,9156.56
2017/10/2,0.32,9.38,78.24
2017/10/2,0.49,25.42,215.21
2017/10/3,9.45,225.46,9079.97
2017/10/3,0.49,24.35,207.46
2017/10/3,0.28,8.56,72.32
2017/10/4,9,215.28,8680.76
2017/10/4,0.46,22.61,194.56
2017/10/4,0.29,8.78,73.82
2017/10/5,9.54,223.59,9483.12
2017/10/5,0.49,24.24,205.59
2017/10/5,0.32,10.05,83.56
2017/10/6,10.83,241.26,10389.35
2017/10/6,0.51,26.29,220.83
2017/10/6,0.35,11.5,95.03
2017/10/7,11.65,250.54,10841.21
2017/10/7,0.53,26.71,223.62
2017/10/7,0.48,13.02,107.47
2017/10/8,12.53,260.43,11582.56
2017/10/8,0.55,28.7,238.44
2017/10/8,0.52,17.53,143.39
2017/10/9,21.16,332.1,17076.55
2017/10/9,0.74,41.57,323.87
2017/10/9,3.57,66.43,526.34
2017/10/10,21.74,324.16,16807.12
2017/10/10,0.73,43.33,338.71
2017/10/10,1.71,54.67,456.1
2017/10/11,22.26,295.59,15685.36
2017/10/11,0.68,40.99,321.41
2017/10/11,1.53,41.27,350.87
2017/10/12,14.25,275.57,14791.39
2017/10/12,0.67,38.23,300.43
2017/10/12,1.29,35.05,296.11
2017/10/13,14.1,281.84,14772.96
2017/10/13,0.67,39.81,312.67
2017/10/13,1.54,37.61,324.73
2017/10/14,12.15,249,11740.5
2017/10/14,0.56,33.55,272.92
2017/10/14,0.47,17.96,149.62
2017/10/15,11.01,237.63,11233.68
2017/10/15,0.54,30.9,254.8
2017/10/15,0.43,14.81,122.87
2017/10/16,13.51,274.03,14728.41
2017/10/16,0.68,40.25,316.77
2017/10/16,1.71,48.32,411
2017/10/17,12.29,264.78,14094.67
2017/10/17,0.67,40.17,315.36
2017/10/17,1.32,35.28,309.98
2017/10/18,11.6,257.13,13322.62
2017/10/18,0.65,39.98,315.24
2017/10/18,1.25,35.12,298.48
2017/10/19,11.72,260.59,13429.27
2017/10/19,0.66,40.49,316.34
2017/10/19,1.26,32.23,275.26
2017/10/20,12.73,281.07,14312.66
2017/10/20,0.68,42.47,332.04
2017/10/20,1.41,43.05,357.75
2017/10/21,10.44,245.04,11072.56
2017/10/21,0.54,33.05,268.47
2017/10/21,0.51,15.99,135.51
2017/10/22,10.11,243.86,10781.3
2017/10/22,0.53,31.39,256.62
2017/10/22,0.38,12.95,109.62
2017/10/23,13.19,289.21,14412.41
2017/10/23,0.68,40.39,313.09
2017/10/23,1.48,36.27,325.16
2017/10/24,13.01,284.22,14032.13
2017/10/24,0.66,39.57,308.71
2017/10/24,1.33,33.34,287.74
2017/10/25,13.29,283,14249.41
2017/10/25,0.69,39.75,309.45
2017/10/25,1.47,42.7,363.46
2017/10/26,12.96,279.27,13835.96
2017/10/26,0.67,38.76,303
2017/10/26,1.19,31.06,276.3
2017/10/27,14.27,294.75,14590.12
2017/10/27,0.69,39.59,308.44
2017/10/27,1.4,34.51,300.37
2017/10/28,11.38,256.29,11132.09
2017/10/28,0.57,31.01,252.13
2017/10/28,0.42,15.36,127.71
2017/10/29,10.63,245.94,10409.37
2017/10/29,0.55,29.73,243.86
2017/10/29,0.38,12.6,106.34
2017/10/30,13.32,289.86,13984.66
2017/10/30,0.69,40.12,311.97
2017/10/30,1.43,34.82,312.64
2017/10/31,13.75,290.21,13680.35
2017/10/31,0.71,40.5,316.01
2017/10/31,1.39,36.85,326.98
2017/11/1,13.25,292.78,13997.42
2017/11/1,0.69,42.09,331.3
2017/11/1,2.27,66.1,544.28
2017/11/2,12.65,286.35,13429.35
2017/11/2,0.74,38.74,304.95
2017/11/2,1.47,35.14,301.79
2017/11/3,13.08,290.96,13625.4
2017/11/3,0.67,39.05,306.55
2017/11/3,1.41,35.27,285.66
2017/11/4,11.4,259.33,11156.18
2017/11/4,0.56,32.19,262.32
2017/11/4,0.44,16.1,134.98
2017/11/5,11.16,258.41,11187.65
2017/11/5,0.65,31.53,259.47
2017/11/5,0.4,14.15,117.95
2017/11/6,14.4,306.37,14910.98
2017/11/6,0.8,40.23,315.56
2017/11/6,1.53,44.33,383.71
2017/11/7,14.45,292.56,14516.15
2017/11/7,0.85,37.11,292.96
2017/11/7,1.37,34.93,305.69
2017/11/8,14.58,299.88,15395.68
2017/11/8,0.8,38.94,305.8
2017/11/8,1.5,45.71,407.91
2017/11/9,14.92,305.13,15597.43
2017/11/9,0.79,38.22,300.91
2017/11/9,1.2,30.89,274.65
2017/11/10,15.89,327.54,16648.49
2017/11/10,0.87,41.38,323.99
2017/11/10,1.43,41.1,325.4
2017/11/11,15.81,304.3,13358.5
2017/11/11,0.69,32.86,267.25
2017/11/11,0.4,14.61,125.85
2017/11/12,12.11,247.78,11582.23
2017/11/12,0.66,31.11,255.31
2017/11/12,0.38,13.03,112.15
2017/11/13,14.79,285.95,15211.36
2017/11/13,0.84,40.1,312.08
2017/11/13,1.45,35.12,325.27
2017/11/14,13.69,267.37,14530.56
2017/11/14,0.81,38.88,302.02
2017/11/14,1.23,33.29,293.93
2017/11/15,13.33,271.89,14891.4
2017/11/15,0.84,40.98,319.79
2017/11/15,1.54,41.31,360.27
2017/11/16,12.58,258.73,14177.85
2017/11/16,0.83,40.83,320.57
2017/11/16,1.17,32.44,284.54
2017/11/17,12.49,257.85,14153
2017/11/17,0.81,39.2,305.81
2017/11/17,1.35,34.94,306.68
2017/11/18,10.34,229.8,11371.29
2017/11/18,0.67,31.96,259.74
2017/11/18,0.42,16,136.36
2017/11/19,10.55,235.57,11349.67
2017/11/19,0.67,31.89,260.24
2017/11/19,0.39,13.82,116.73
2017/11/20,14.61,293.71,15702.13
2017/11/20,0.87,43.07,334.22
2017/11/20,1.65,42.29,378.7
2017/11/21,14.23,286.35,15032.19
2017/11/21,0.82,39.9,312.44
2017/11/21,1.23,37.68,324.48
2017/11/22,13.54,287.5,14719.3
2017/11/22,1.25,32.66,285.08
2017/11/22,0.79,38.66,303.06
2017/11/23,13.36,284.61,14567.83
2017/11/23,0.78,37.75,297.4
2017/11/23,1.21,33.85,304.28
2017/11/24,13.93,290.9,14733.78
2017/11/24,0.8,39.33,308.33
2017/11/24,1.32,39.4,335.99
2017/11/25,11.83,262.22,12095.86
2017/11/25,0.65,31.24,255.28
2017/11/25,0.39,13.8,117.87
2017/11/26,11.1,257.37,11503.38
2017/11/26,0.65,30.98,254.55
2017/11/26,0.34,12.19,104.33
2017/11/27,16.7,310.46,15328.77
2017/11/27,0.83,40.84,323.55
2017/11/27,1.4,35.97,326.94
2017/11/28,14.27,300.79,14798.98
2017/11/28,0.79,38.48,303.31
2017/11/28,1.19,31.34,272.22
2017/11/29,14.69,296.75,14563.94
2017/11/29,0.76,36.89,301.21
2017/11/29,1.31,28.56,253.16
2017/11/30,14.53,303.15,14429.01
2017/11/30,0.79,38.94,317.1
2017/11/30,1.24,31.54,312.35
2017/12/1,14.58,314.94,15284.95
2017/12/1,0.83,42.83,348.5
2017/12/1,1.97,58.9,490.64
2017/12/2,12.36,279.41,12332.88
2017/12/2,0.69,33.26,280.36
2017/12/2,0.48,17.88,150.6
2017/12/3,11.82,271.71,11927.46
2017/12/3,0.65,31.56,268.3
2017/12/3,0.43,14.65,124.56
2017/12/4,15.05,317.66,15584.21
2017/12/4,0.8,40.49,326.21
2017/12/4,1.48,38.76,344.06
2017/12/5,14.66,314.27,15575.82
2017/12/5,0.81,39.56,319.53
2017/12/5,1.55,40.6,356.61
2017/12/6,15.38,314.76,15701.38
2017/12/6,0.8,39.21,315.31
2017/12/6,1.18,31.52,274.39
2017/12/7,15.25,310.86,15804.7
2017/12/7,0.79,38.29,317.07
2017/12/7,1.22,31.83,292.96
2017/12/8,16.68,315.25,16045.44
2017/12/8,0.88,40.13,331.23
2017/12/8,1.35,34.72,292.01
2017/12/9,14.45,301.52,13879.74
2017/12/9,0.67,33.25,286.68
2017/12/9,0.43,15.85,135.92
2017/12/10,13.57,288.4,13397.2
2017/12/10,0.65,31.68,277.09
2017/12/10,0.41,14.67,124.51
2017/12/11,16.39,317.13,16743.58
2017/12/11,0.82,42,344.91
2017/12/11,1.48,40.78,366.92
2017/12/12,17.69,337.85,17189.53
2017/12/12,0.79,40.27,332.37
2017/12/12,1.23,31.31,270.6
2017/12/13,15.57,305.3,16382.53
2017/12/13,0.78,39.19,322.33
2017/12/13,1.31,31.49,283.71
2017/12/14,15.12,292.18,15889.64
2017/12/14,0.75,37.93,313.85
2017/12/14,1.18,32.04,275.33
2017/12/15,15.45,300.95,16864.93
2017/12/15,0.83,41.74,344.35
2017/12/15,1.37,35.93,312.95
2017/12/16,11.84,253.82,12790.51
2017/12/16,0.69,34.53,300.35
2017/12/16,0.44,16.98,142.72
2017/12/17,11.36,244.5,12028.87
2017/12/17,0.65,32.49,285.95
2017/12/17,0.38,13.74,116.39
2017/12/18,14.48,282.13,15979.66
2017/12/18,0.85,43.91,359.92
2017/12/18,1.64,37.38,338.33
2017/12/19,14.63,287.15,15654.43
2017/12/19,0.88,44.48,365.08
2017/12/19,1.51,36.44,311.67
2017/12/20,15.59,308,16707.24
2017/12/20,0.87,44.68,365.27
2017/12/20,1.45,41.63,362.99
2017/12/21,15.72,301.05,16082.79
2017/12/21,0.85,42.69,349.98
2017/12/21,1.32,41.04,343.4
2017/12/22,14.91,303.86,15906.23
2017/12/22,0.81,41.49,340.07
2017/12/22,1.57,42.24,355.56
2017/12/23,12.92,277.42,13315.17
2017/12/23,0.68,33.51,287.96
2017/12/23,0.57,22.89,188.01
2017/12/24,12.87,282.54,13005.92
2017/12/24,0.66,31.93,276.8
2017/12/24,0.5,20.71,170.44
2017/12/25,15.75,319.45,16628.09
2017/12/25,0.86,44.4,359.94
2017/12/25,1.91,52.89,462.37
2017/12/26,15.39,312.79,16110.14
2017/12/26,0.86,44.79,361.74
2017/12/26,1.87,45.42,387.09
2017/12/27,16.09,323.25,16310.4
2017/12/27,0.88,45.35,365.94
2017/12/27,1.97,51.04,442.05
2017/12/28,15.67,316.12,15945.67
2017/12/28,0.85,42.98,348.2
2017/12/28,1.73,47.34,407.62
2017/12/29,15.55,314.89,15644.48
2017/12/29,0.91,46.6,376.17
2017/12/29,1.84,48.96,441.27
2017/12/30,12.33,272.04,12365.81
2017/12/30,0.73,37,317.6
2017/12/30,0.82,39.58,314.67
2017/12/31,11.94,269.31,11855.2
2017/12/31,0.68,33.02,287.26
2017/12/31,0.74,25.74,205.08
2018/1/1,8.99,259.29,11500.32
2018/1/1,0.51,27.91,250.58
2018/1/1,0.53,22.2,175.79
2018/1/2,13.15,310.44,16519.49
2018/1/2,0.71,44.05,359.25
2018/1/2,2.24,69.89,542.57
2018/1/3,13.15,315.08,16469.7
2018/1/3,0.71,41.83,340.9
2018/1/3,1.9,58.43,491
2018/1/4,12.7,302.75,15945.86
2018/1/4,0.65,37.96,309.6
2018/1/4,1.61,46.07,385.98
2018/1/5,13.51,308.95,16900.59
2018/1/5,0.68,39.83,324.6
2018/1/5,1.71,55.95,469.23
2018/1/6,11.56,286.84,13977.63
2018/1/6,0.55,30.94,266.73
2018/1/6,0.57,23.38,191.04
2018/1/7,10.78,275.02,13178
2018/1/7,0.48,19.89,163.85
2018/1/7,0.53,28.98,254.82
2018/1/8,13.45,318.34,16623.86
2018/1/8,0.66,40.09,325.8
2018/1/8,1.75,46.86,414.54
2018/1/9,13.47,322.52,17076.84
2018/1/9,0.66,40.93,332.46
2018/1/9,1.74,48.41,394.18
2018/1/10,15.6,332.34,18160.97
2018/1/10,0.71,42.47,344.52
2018/1/10,1.74,55.04,462.38
2018/1/11,13.11,299.75,16712.09
2018/1/11,0.68,41.02,335.06
2018/1/11,1.51,43.54,370.18
2018/1/12,13.01,295.22,16146.62
2018/1/12,0.68,40.99,334.22
2018/1/12,1.52,38.22,331.94
2018/1/13,11.74,270.86,13480.56
2018/1/13,0.58,33.03,283.5
2018/1/13,0.51,18.73,157.77
2018/1/14,10.52,258.96,12792.77
2018/1/14,0.55,31.69,274.8
2018/1/14,0.47,16.39,139.14
2018/1/15,13.62,302.14,17030.45
2018/1/15,0.74,45.95,371.55
2018/1/15,1.84,49.78,448.59
2018/1/16,12.01,282.59,15919.58
2018/1/16,0.73,45.36,368.9
2018/1/16,1.5,47.66,408.29
2018/1/17,13.59,273.24,15065.32
2018/1/17,0.82,42.55,347.13
2018/1/17,1.52,38.54,343.94
2018/1/18,13.4,272.62,15561.58
2018/1/18,1.02,42.54,347.22
2018/1/18,1.5,38.55,322.19
2018/1/19,13.99,285.12,16111.71
2018/1/19,1.05,43.91,357.83
2018/1/19,1.7,45.76,392.16
2018/1/20,11.95,272.69,13331.06
2018/1/20,0.53,20.7,173.58
2018/1/20,0.81,35.7,305.07
2018/1/21,11.52,263.39,13169.4
2018/1/21,0.74,31.14,272.31
2018/1/21,0.45,17.2,145.55
2018/1/22,14.4,302.84,16386.36
2018/1/22,0.97,42.07,342.27
2018/1/22,1.54,40.05,363.61
2018/1/23,15.04,307.33,16999.75
2018/1/23,0.97,43.3,350.45
2018/1/23,2.05,73.72,651.22
2018/1/24,15.14,313.83,16646.24
2018/1/24,0.97,41.05,331.67
2018/1/24,1.48,43.02,375.77
2018/1/25,14.24,300.76,16065.4
2018/1/25,0.92,39,316.16
2018/1/25,1.58,45.19,368.34
2018/1/26,13.91,300.37,15835.14
2018/1/26,0.94,40.02,324.71
2018/1/26,1.44,35,307.36
2018/1/27,12.14,283.07,13181.53
2018/1/27,0.74,31.15,267.4
2018/1/27,0.48,18.08,154.47
2018/1/28,11.9,269.13,12346.78
2018/1/28,0.69,28.33,247.69
2018/1/28,0.43,15.61,133.58
2018/1/29,14.7,304.33,15860.53
2018/1/29,0.95,41.82,337.15
2018/1/29,1.7,40.5,377.77
2018/1/30,13.84,302.91,15146.04
2018/1/30,1.56,48.81,409.84
2018/1/30,0.95,42.46,346.06
2018/1/31,13.79,307.42,14734.64
2018/1/31,0.94,41.98,343.24
2018/1/31,1.95,39.88,360.4
2018/2/1,14.08,317,15920.68
2018/2/1,1.01,47.05,385.33
2018/2/1,2.04,65.82,554.66
2018/2/2,14.82,323.62,16025.09
2018/2/2,1.47,42.79,373.7
2018/2/2,0.97,43.29,354.36
2018/2/3,13.11,300.44,13886.61
2018/2/3,0.8,34.56,297.73
2018/2/3,0.51,21.19,179.52
2018/2/4,12.76,293.13,13468.62
2018/2/4,0.75,32.03,280.23
2018/2/4,0.48,18.3,154.81
2018/2/5,15.71,333.29,17246.38
2018/2/5,1.76,50.29,444.57
2018/2/5,0.97,44.85,364.45
2018/2/6,16.07,337.22,17640.27
2018/2/6,1,45.93,375.05
2018/2/6,1.43,46.76,393.7
2018/2/7,15.99,327.92,17889.97
2018/2/7,0.98,44.93,368.09
2018/2/7,1.72,48.49,428.99
2018/2/8,16.32,337.55,18444.13
2018/2/8,1.02,47.65,391.55
2018/2/8,1.51,48.63,408.42
2018/2/9,18.07,356.89,19530.23
2018/2/9,1.1,50.71,416.15
2018/2/9,1.67,58.3,487.38
2018/2/10,15.5,326.63,16563.2
2018/2/10,0.96,43.71,373.15
2018/2/10,0.61,26.47,216.94
2018/2/11,16,310.26,17229.1
2018/2/11,1.05,45.9,384.83
2018/2/11,1.08,33.03,273
2018/2/12,16.62,321.37,18046.58
2018/2/12,1.21,55.78,461.82
2018/2/12,2,57.13,504.82
2018/2/13,15.87,314.98,17232.9
2018/2/13,1.25,57.44,478.42
2018/2/13,2.04,68.81,590.74
2018/2/14,13.75,285.1,15115.54
2018/2/14,1.14,50.76,426.98
2018/2/14,1.63,64.9,513.52
2018/2/15,7.13,178.83,8915.21
2018/2/15,0.66,26.71,245.62
2018/2/15,0.4,16.75,142.35
2018/2/16,4.53,112.03,5497.16
2018/2/16,0.46,14.62,148.2
2018/2/16,0.27,9.34,80.7
2018/2/17,4.6,116.56,5539.63
2018/2/17,0.48,15.17,152.55
2018/2/17,0.26,8.45,74.75
2018/2/18,4.98,123.52,5950.55
2018/2/18,0.49,16.06,159.4
2018/2/18,0.29,9.49,83.51
2018/2/19,5.38,142.37,6860.11
2018/2/19,0.52,18.44,178.54
2018/2/19,0.31,11.07,95.65
2018/2/20,6.48,169.01,8195.47
2018/2/20,0.56,20.98,197.14
2018/2/20,0.38,14.13,120.53
2018/2/21,7.4,184.84,9114.67
2018/2/21,0.61,24.69,227.58
2018/2/21,0.5,21.42,179.8
2018/2/22,11.38,249.51,14366.45
2018/2/22,0.87,39.65,334.35
2018/2/22,2.15,68.63,561.86
2018/2/23,12.61,271.83,15406.43
2018/2/23,0.88,40.87,342.02
2018/2/23,1.84,64.89,553.94
2018/2/24,13.86,279.97,15571.71
2018/2/24,0.86,37.24,313.16
2018/2/24,1.11,37.62,317.12
2018/2/25,11.76,260.55,13203.13
2018/2/25,0.77,33.47,293.18
2018/2/25,0.54,23.66,197.97
2018/2/26,13.93,295.67,16131.55
2018/2/26,0.94,42.84,352.54
2018/2/26,2.21,60.96,499.98
2018/2/27,14.53,311.29,16140.56
2018/2/27,0.9,40.86,337.07
2018/2/27,1.58,52.7,459.67
2018/2/28,14.92,318.79,15872.68
2018/2/28,0.93,41.3,340.56
2018/2/28,1.72,53.57,453.12
2018/3/1,14.63,321.98,16109.01
2018/3/1,0.96,43.34,357.27
2018/3/1,2.31,76.51,648.42
2018/3/2,13.94,309.92,15275.39
2018/3/2,0.89,38.2,317.1
2018/3/2,1.81,50.07,423.48
2018/3/3,12.54,287.39,13405.76
2018/3/3,0.79,32.08,278.32
2018/3/3,0.57,24.35,204.4
2018/3/4,12.11,277.41,13180.15
2018/3/4,0.5,21.67,181.17
2018/3/4,0.72,29.51,260.45
2018/3/5,14.97,319.75,16710.99
2018/3/5,0.97,42.66,347.23
2018/3/5,1.9,58.65,486.76
2018/3/6,15.49,321.77,16762.2
2018/3/6,0.96,41.21,335.49
2018/3/6,1.73,55.06,468.39
2018/3/7,14.76,320.6,16593.44
2018/3/7,0.87,37.39,305.79
2018/3/7,1.59,43.58,383.75
2018/3/8,15.16,323.98,16219.13
2018/3/8,0.89,38.33,314.01
2018/3/8,1.52,41.41,360.9
2018/3/9,16.27,336.95,17110.89
2018/3/9,2,52.52,454.38
2018/3/9,0.96,40.96,333.09
2018/3/10,14.02,298.28,14426.59
2018/3/10,0.79,33.25,285.53
2018/3/10,0.61,23.14,194.46
2018/3/11,12.54,275.91,13445.1
2018/3/11,0.75,30.52,267.71
2018/3/11,0.46,18.35,155
2018/3/12,16.62,314.66,17112.73
2018/3/12,1.02,43.78,352.17
2018/3/12,1.71,47.76,434.84
2018/3/13,15.66,315.48,16799.73
2018/3/13,0.96,41.09,333.02
2018/3/13,1.59,49.24,437.36
2018/3/14,14.1,295.86,15631.2
2018/3/14,0.93,39.14,318.28
2018/3/14,1.5,44.79,389.33
2018/3/15,14.44,302.47,16318.61
2018/3/15,0.95,39.85,324.86
2018/3/15,1.68,54.55,473.36
2018/3/16,14.31,305.82,15955.06
2018/3/16,0.98,42.5,344.13
2018/3/16,1.41,41.19,356.17
2018/3/17,11.8,267.58,12754.91
2018/3/17,0.78,31.82,273.26
2018/3/17,0.52,18.22,156.69
2018/3/18,11.05,251.72,11961.54
2018/3/18,0.76,30.61,266.38
2018/3/18,0.44,16.26,139.94
2018/3/19,13.94,294.8,15962.07
2018/3/19,1.04,44.93,360.36
2018/3/19,2.38,47.73,410.74
2018/3/20,15.02,308.02,16427.38
2018/3/20,1.02,44.15,356.21
2018/3/20,2.39,58.25,507.71
2018/3/21,14.41,299.76,15712.14
2018/3/21,0.98,41.37,333.8
2018/3/21,2.7,44.13,377.51
2018/3/22,13.56,296.32,15097.9
2018/3/22,0.96,40.04,322.64
2018/3/22,1.4,37.27,329.59
2018/3/23,14.48,305.62,15426.76
2018/3/23,1.78,77.59,474.99
2018/3/23,0.97,40.32,324.88
2018/3/24,12.03,277.52,12435.29
2018/3/24,0.79,30.96,265.66
2018/3/24,0.49,18.36,158.34
2018/3/25,11.67,268.47,12027.78
2018/3/25,0.56,26.15,243.56
2018/3/25,0.42,15.92,136.53
2018/3/26,14.25,307.5,15419.32
2018/3/26,0.76,39.69,330.64
2018/3/26,1.8,42.45,386.77
2018/3/27,14.68,316.46,15482.64
